student_id,course_id,grade,semester,is_favorite,is_unfavorite
140,112,0,Fall 2023,0,0
140,115,29,Spring 2023,0,1
140,102,10,Fall 2023,0,0
140,104,0,Fall 2023,0,0
141,113,0,Spring 2023,1,0
141,114,0,Fall 2023,0,0
141,111,62,Spring 2023,0,1
141,107,7,Fall 2023,0,0
141,109,28,Fall 2023,0,0
141,105,45,Fall 2023,0,0
141,112,0,Fall 2023,0,0
141,102,40,Fall 2023,0,0
142,115,34,Spring 2023,1,0
142,109,51,Fall 2023,1,0
142,103,100,Fall 2023,0,0
142,114,18,Fall 2023,0,0
142,113,5,Fall 2023,0,0
142,108,10,Spring 2023,0,0
142,111,69,Fall 2023,0,1
142,110,77,Spring 2023,0,0
143,111,47,Fall 2023,1,0
143,103,76,Fall 2023,0,0
143,110,63,Spring 2023,0,0
143,109,0,Fall 2023,0,1
143,108,59,Spring 2023,0,0
144,111,55,Fall 2023,1,0
144,101,0,Spring 2023,0,1
144,106,48,Spring 2023,0,0
144,104,0,Fall 2023,0,1
144,113,39,Spring 2023,0,0
144,108,46,Fall 2023,0,0
144,115,27,Spring 2023,0,0
144,105,0,Spring 2023,0,0
145,106,5,Fall 2023,1,0
145,113,4,Spring 2023,1,0
145,114,30,Fall 2023,0,0
145,112,0,Fall 2023,0,0
146,105,83,Spring 2023,1,0
146,112,22,Fall 2023,1,0
146,115,0,Fall 2023,0,0
146,106,45,Fall 2023,0,1
146,108,56,Fall 2023,0,0
146,101,60,Fall 2023,0,0
146,103,78,Fall 2023,0,0
147,101,79,Spring 2023,1,0
147,104,35,Spring 2023,1,0
147,103,86,Spring 2023,1,0
147,111,76,Fall 2023,0,0
147,108,100,Fall 2023,0,0
147,105,4,Fall 2023,0,1
148,102,0,Spring 2023,1,0
148,114,26,Fall 2023,1,0
148,108,89,Spring 2023,1,0
148,110,36,Spring 2023,0,0
148,103,30,Spring 2023,0,0
148,111,46,Fall 2023,0,0
148,105,4,Fall 2023,0,0
148,106,18,Spring 2023,0,0
149,110,23,Fall 2023,1,0
149,103,100,Spring 2023,1,0
149,104,11,Fall 2023,1,0
149,102,0,Fall 2023,0,0
150,106,45,Spring 2023,1,0
150,113,28,Fall 2023,1,0
150,103,59,Fall 2023,0,0
150,111,39,Fall 2023,0,1
150,110,44,Spring 2023,0,0
151,105,9,Fall 2023,1,0
151,112,18,Fall 2023,1,0
151,104,3,Spring 2023,0,1
151,110,51,Spring 2023,0,1
151,102,9,Spring 2023,0,0
151,113,0,Fall 2023,0,0
151,103,56,Spring 2023,0,1
151,109,74,Fall 2023,0,0
152,115,72,Fall 2023,1,0
152,102,4,Spring 2023,0,1
152,105,15,Fall 2023,0,0
152,101,30,Fall 2023,0,0
153,107,52,Spring 2023,1,0
153,102,40,Fall 2023,1,0
153,114,51,Spring 2023,1,0
153,112,0,Fall 2023,0,1
153,115,36,Fall 2023,0,0
153,111,100,Fall 2023,0,0
154,112,5,Spring 2023,1,0
154,115,0,Spring 2023,0,0
154,104,21,Fall 2023,0,0
154,108,73,Fall 2023,0,0
154,103,68,Fall 2023,0,0
154,101,57,Fall 2023,0,0
155,111,65,Spring 2023,1,0
155,104,11,Spring 2023,0,0
155,115,0,Spring 2023,0,1
155,103,100,Fall 2023,0,0
155,112,34,Fall 2023,0,0
155,105,87,Spring 2023,0,0
155,102,21,Spring 2023,0,0
155,110,29,Fall 2023,0,0
156,113,10,Fall 2023,1,0
156,106,62,Spring 2023,1,0
156,112,0,Fall 2023,0,0
156,101,56,Spring 2023,0,0
156,104,20,Spring 2023,0,0
156,110,27,Spring 2023,0,0
157,111,70,Fall 2023,1,0
157,112,77,Fall 2023,0,0
157,114,0,Spring 2023,0,0
157,101,71,Fall 2023,0,0
157,104,6,Spring 2023,0,0
158,111,80,Spring 2023,1,0
158,112,23,Fall 2023,0,0
158,115,39,Spring 2023,0,0
158,106,62,Fall 2023,0,0
159,113,9,Fall 2023,1,0
159,114,23,Fall 2023,0,0
159,112,8,Fall 2023,0,0
159,104,0,Fall 2023,0,1
159,108,70,Spring 2023,0,0
159,103,72,Fall 2023,0,1
160,111,36,Spring 2023,1,0
160,112,14,Fall 2023,0,1
160,105,2,Spring 2023,0,1
160,104,18,Spring 2023,0,0
161,113,3,Fall 2023,1,0
161,106,77,Spring 2023,1,0
161,112,0,Spring 2023,0,0
161,108,13,Spring 2023,0,0
162,112,44,Fall 2023,1,0
162,105,47,Fall 2023,1,0
162,101,40,Fall 2023,0,1
162,107,43,Fall 2023,0,0
162,109,41,Fall 2023,0,0
162,115,18,Fall 2023,0,0
162,110,35,Spring 2023,0,1
163,113,0,Spring 2023,1,0
163,112,5,Fall 2023,0,0
163,115,18,Spring 2023,0,1
163,108,74,Spring 2023,0,0
163,107,16,Fall 2023,0,0
164,104,0,Fall 2023,1,0
164,109,33,Fall 2023,0,0
164,102,5,Spring 2023,0,1
164,115,36,Spring 2023,0,0
164,105,22,Fall 2023,0,0
164,108,27,Fall 2023,0,1
164,111,40,Fall 2023,0,0
165,110,49,Fall 2023,1,0
165,114,0,Fall 2023,0,1
165,108,37,Spring 2023,0,1
165,109,31,Spring 2023,0,0
166,111,73,Fall 2023,1,0
166,103,100,Fall 2023,0,0
166,110,0,Fall 2023,0,0
166,113,2,Fall 2023,0,0
166,107,34,Spring 2023,0,0
167,114,3,Fall 2023,1,0
167,106,57,Fall 2023,0,0
167,112,5,Spring 2023,0,1
167,110,7,Spring 2023,0,0
167,109,18,Fall 2023,0,0
167,115,2,Spring 2023,0,0
167,111,47,Fall 2023,0,0
168,115,0,Spring 2023,1,0
168,109,48,Fall 2023,1,0
168,106,0,Spring 2023,0,0
168,102,11,Fall 2023,0,1
169,108,61,Spring 2023,1,0
169,102,0,Spring 2023,1,0
169,114,45,Fall 2023,1,0
169,115,14,Fall 2023,0,0
169,106,67,Fall 2023,0,0
169,105,19,Spring 2023,0,1
169,109,46,Spring 2023,0,0
170,112,38,Fall 2023,1,0
170,108,66,Spring 2023,0,0
170,101,35,Fall 2023,0,0
170,107,0,Fall 2023,0,0
170,111,57,Spring 2023,0,0
171,111,59,Spring 2023,1,0
171,107,51,Fall 2023,0,0
171,115,57,Spring 2023,0,0
171,104,18,Spring 2023,0,0
171,102,52,Fall 2023,0,0
171,106,39,Spring 2023,0,0
171,101,54,Fall 2023,0,0
171,105,0,Spring 2023,0,1
172,111,67,Spring 2023,1,0
172,112,5,Fall 2023,0,0
172,109,38,Spring 2023,0,0
172,114,5,Fall 2023,0,0
172,105,0,Fall 2023,0,0
172,110,0,Fall 2023,0,1
172,113,5,Fall 2023,0,0
173,103,77,Fall 2023,1,0
173,101,16,Fall 2023,1,0
173,104,14,Fall 2023,1,0
173,113,2,Spring 2023,0,0
173,106,56,Spring 2023,0,0
174,113,27,Spring 2023,1,0
174,106,47,Spring 2023,1,0
174,115,63,Spring 2023,0,0
174,102,0,Fall 2023,0,0
174,104,19,Spring 2023,0,0
174,114,51,Spring 2023,0,0
174,107,15,Spring 2023,0,0
175,109,60,Fall 2023,1,0
175,115,27,Fall 2023,1,0
175,105,8,Fall 2023,0,0
175,114,2,Spring 2023,0,0
175,112,0,Spring 2023,0,0
176,102,2,Fall 2023,1,0
176,114,38,Fall 2023,1,0
176,113,0,Fall 2023,0,0
176,112,4,Fall 2023,0,0
176,103,62,Spring 2023,0,0
176,101,1,Spring 2023,0,0
176,110,43,Fall 2023,0,0
177,105,16,Spring 2023,1,0
177,112,0,Fall 2023,1,0
177,114,0,Spring 2023,0,1
177,101,0,Fall 2023,0,0
177,106,12,Fall 2023,0,0
177,111,0,Spring 2023,0,0
178,102,41,Fall 2023,1,0
178,108,78,Fall 2023,1,0
178,112,9,Spring 2023,0,1
178,109,35,Spring 2023,0,0
178,113,0,Spring 2023,0,0
178,105,0,Fall 2023,0,1
179,108,72,Spring 2023,1,0
179,115,30,Spring 2023,0,0
179,104,18,Fall 2023,0,0
179,105,7,Fall 2023,0,1
179,113,0,Spring 2023,0,0
179,109,2,Spring 2023,0,0
180,103,72,Fall 2023,1,0
180,112,0,Spring 2023,0,0
180,107,0,Fall 2023,0,0
180,102,1,Spring 2023,0,0
180,105,0,Fall 2023,0,0
181,115,0,Fall 2023,1,0
181,109,28,Spring 2023,1,0
181,102,6,Spring 2023,0,0
181,101,0,Fall 2023,0,0
182,104,0,Fall 2023,1,0
182,110,23,Spring 2023,1,0
182,101,38,Fall 2023,1,0
182,103,70,Fall 2023,1,0
182,114,25,Fall 2023,0,1
182,107,0,Spring 2023,0,1
182,102,11,Spring 2023,0,1
182,115,34,Spring 2023,0,0
183,105,16,Spring 2023,1,0
183,112,14,Spring 2023,1,0
183,104,0,Fall 2023,0,1
183,115,11,Fall 2023,0,0
183,101,5,Spring 2023,0,1
183,107,22,Fall 2023,0,0
183,111,44,Spring 2023,0,0
184,111,64,Fall 2023,1,0
184,115,4,Fall 2023,0,1
184,106,19,Spring 2023,0,0
184,112,0,Fall 2023,0,0
184,103,50,Fall 2023,0,0
184,110,28,Fall 2023,0,0
184,113,0,Fall 2023,0,0
184,114,2,Spring 2023,0,0
185,107,56,Spring 2023,1,0
185,102,57,Fall 2023,1,0
185,104,16,Spring 2023,0,0
185,111,22,Fall 2023,0,0
185,106,28,Spring 2023,0,0
185,109,30,Fall 2023,0,0
185,105,28,Fall 2023,0,1
186,112,23,Spring 2023,1,0
186,105,56,Fall 2023,1,0
186,107,3,Spring 2023,0,1
186,110,25,Spring 2023,0,0
186,101,43,Spring 2023,0,0
187,113,6,Fall 2023,1,0
187,106,54,Fall 2023,1,0
187,109,83,Fall 2023,0,0
187,104,12,Fall 2023,0,0
187,108,100,Spring 2023,0,0
187,107,39,Spring 2023,0,0
187,110,51,Spring 2023,0,0
187,114,58,Spring 2023,0,0
188,106,31,Spring 2023,1,0
188,105,30,Fall 2023,0,0
188,112,18,Fall 2023,0,0
188,102,27,Fall 2023,0,1
188,101,35,Fall 2023,0,0
189,111,82,Spring 2023,1,0
189,112,14,Spring 2023,0,0
189,104,14,Spring 2023,0,0
189,114,4,Fall 2023,0,1
189,103,71,Fall 2023,0,0
189,113,0,Fall 2023,0,0
189,115,4,Spring 2023,0,0
190,113,37,Fall 2023,1,0
190,106,60,Fall 2023,1,0
190,114,35,Fall 2023,0,0
190,112,11,Spring 2023,0,0
190,101,0,Spring 2023,0,1
190,105,23,Fall 2023,0,0
190,110,1,Spring 2023,0,1
190,115,69,Spring 2023,0,0
191,112,23,Spring 2023,1,0
191,105,45,Fall 2023,1,0
191,111,33,Spring 2023,0,0
191,113,6,Spring 2023,0,0
191,108,74,Fall 2023,0,0
191,107,20,Spring 2023,0,0
192,112,3,Fall 2023,1,0
192,105,44,Spring 2023,1,0
192,103,37,Spring 2023,0,0
192,108,49,Spring 2023,0,0
192,113,5,Spring 2023,0,1
192,102,0,Spring 2023,0,0
192,106,29,Fall 2023,0,1
193,113,9,Fall 2023,1,0
193,106,2,Fall 2023,1,0
193,110,8,Spring 2023,0,0
193,111,34,Spring 2023,0,0
193,114,0,Fall 2023,0,0
194,109,86,Spring 2023,1,0
194,115,38,Spring 2023,1,0
194,104,45,Spring 2023,0,0
194,112,9,Spring 2023,0,1
194,110,22,Fall 2023,0,0
194,103,81,Spring 2023,0,0
195,109,26,Fall 2023,1,0
195,115,15,Spring 2023,1,0
195,101,59,Spring 2023,0,0
195,106,33,Spring 2023,0,0
195,105,55,Fall 2023,0,0
195,113,12,Spring 2023,0,0
195,103,89,Fall 2023,0,0
196,111,8,Fall 2023,1,0
196,102,23,Spring 2023,0,0
196,108,40,Fall 2023,0,0
196,113,0,Spring 2023,0,0
196,114,13,Spring 2023,0,0
196,110,0,Spring 2023,0,1
197,105,34,Fall 2023,1,0
197,112,3,Spring 2023,1,0
197,109,96,Fall 2023,0,0
197,111,55,Fall 2023,0,0
197,101,49,Spring 2023,0,0
197,103,100,Fall 2023,0,0
198,105,40,Fall 2023,1,0
198,112,0,Spring 2023,1,0
198,114,27,Fall 2023,0,0
198,113,5,Fall 2023,0,0
198,101,93,Fall 2023,0,0
198,106,33,Spring 2023,0,0
199,105,42,Fall 2023,1,0
199,112,12,Fall 2023,1,0
199,103,64,Fall 2023,0,0
199,113,0,Spring 2023,0,0
199,104,31,Spring 2023,0,0
199,109,55,Fall 2023,0,0
200,107,64,Fall 2023,1,0
200,114,24,Fall 2023,1,0
200,108,90,Spring 2023,1,0
200,102,45,Fall 2023,1,0
200,110,47,Fall 2023,0,0
200,104,0,Fall 2023,0,0
200,109,13,Fall 2023,0,0
201,104,16,Spring 2023,1,0
201,101,56,Fall 2023,1,0
201,110,3,Spring 2023,1,0
201,106,71,Fall 2023,0,0
202,113,30,Spring 2023,1,0
202,106,65,Fall 2023,1,0
202,101,50,Fall 2023,0,0
202,105,4,Fall 2023,0,1
203,113,46,Spring 2023,1,0
203,106,61,Fall 2023,1,0
203,115,0,Fall 2023,0,0
203,107,26,Fall 2023,0,0
203,110,19,Fall 2023,0,0
204,115,41,Fall 2023,1,0
204,109,50,Fall 2023,1,0
204,108,100,Fall 2023,0,0
204,102,2,Fall 2023,0,0
204,112,7,Spring 2023,0,0
205,115,21,Spring 2023,1,0
205,109,91,Spring 2023,1,0
205,111,21,Spring 2023,0,0
205,106,7,Fall 2023,0,0
206,114,59,Fall 2023,1,0
206,102,74,Fall 2023,1,0
206,115,19,Fall 2023,0,1
206,103,99,Spring 2023,0,0
206,110,45,Spring 2023,0,0
206,113,10,Fall 2023,0,0
206,105,31,Fall 2023,0,0
206,101,21,Spring 2023,0,0
207,107,74,Fall 2023,1,0
207,114,42,Spring 2023,1,0
207,108,63,Fall 2023,1,0
207,102,0,Spring 2023,1,0
207,111,14,Fall 2023,0,0
207,112,20,Fall 2023,0,0
208,111,19,Spring 2023,1,0
208,106,45,Spring 2023,0,0
208,102,0,Fall 2023,0,1
208,113,0,Spring 2023,0,0
208,109,29,Fall 2023,0,0
209,103,87,Spring 2023,1,0
209,104,0,Spring 2023,1,0
209,110,17,Spring 2023,1,0
209,105,0,Spring 2023,0,0
209,109,26,Fall 2023,0,0
210,112,8,Fall 2023,1,0
210,105,68,Spring 2023,1,0
210,110,53,Fall 2023,0,1
210,107,3,Fall 2023,0,0
210,114,6,Spring 2023,0,0
210,102,3,Spring 2023,0,0
211,115,3,Fall 2023,1,0
211,109,70,Fall 2023,1,0
211,104,0,Fall 2023,0,0
211,113,0,Fall 2023,0,1
211,108,39,Fall 2023,0,0
211,102,0,Fall 2023,0,0
211,101,62,Spring 2023,0,0
212,109,100,Spring 2023,1,0
212,115,49,Spring 2023,1,0
212,113,0,Fall 2023,0,0
212,103,69,Fall 2023,0,0
212,105,18,Fall 2023,0,0
212,107,59,Fall 2023,0,0
213,111,17,Spring 2023,1,0
213,110,0,Fall 2023,0,0
213,114,1,Fall 2023,0,0
213,102,0,Fall 2023,0,0
213,101,10,Spring 2023,0,0
213,109,0,Spring 2023,0,0
214,113,9,Spring 2023,1,0
214,114,4,Spring 2023,0,0
214,109,42,Spring 2023,0,0
214,115,3,Spring 2023,0,0
214,111,50,Spring 2023,0,0
214,101,0,Spring 2023,0,1
214,104,0,Spring 2023,0,1
215,101,73,Spring 2023,1,0
215,111,39,Fall 2023,0,0
215,107,36,Spring 2023,0,1
215,113,10,Spring 2023,0,0
215,106,48,Spring 2023,0,0
216,113,3,Fall 2023,1,0
216,106,57,Spring 2023,1,0
216,114,32,Spring 2023,0,0
216,111,14,Spring 2023,0,0
216,103,77,Fall 2023,0,0
216,107,29,Spring 2023,0,0
216,110,14,Spring 2023,0,0
217,107,53,Spring 2023,1,0
217,104,2,Fall 2023,0,0
217,105,0,Spring 2023,0,0
217,106,51,Fall 2023,0,0
217,113,1,Spring 2023,0,0
217,115,41,Fall 2023,0,1
217,109,50,Spring 2023,0,1
218,114,13,Spring 2023,1,0
218,107,57,Fall 2023,1,0
218,105,0,Spring 2023,0,0
218,115,10,Spring 2023,0,1
218,103,90,Spring 2023,0,0
218,104,0,Fall 2023,0,0
219,111,75,Fall 2023,1,0
219,115,11,Fall 2023,0,0
219,110,37,Fall 2023,0,1
219,105,28,Spring 2023,0,0
219,112,0,Spring 2023,0,0
219,103,54,Fall 2023,0,1
219,108,75,Fall 2023,0,0
219,114,3,Fall 2023,0,0
220,109,46,Fall 2023,1,0
220,115,43,Fall 2023,1,0
220,108,63,Fall 2023,0,0
220,113,0,Fall 2023,0,0
220,102,30,Fall 2023,0,0
220,107,10,Spring 2023,0,0
221,105,3,Fall 2023,1,0
221,112,5,Fall 2023,1,0
221,104,5,Fall 2023,0,0
221,102,0,Spring 2023,0,0
222,111,78,Fall 2023,1,0
222,102,0,Spring 2023,0,0
222,101,37,Spring 2023,0,1
222,107,35,Fall 2023,0,0
222,115,14,Spring 2023,0,0
222,113,11,Fall 2023,0,0
222,108,9,Fall 2023,0,0
222,104,7,Fall 2023,0,1
223,102,0,Spring 2023,1,0
223,108,49,Fall 2023,1,0
223,105,0,Fall 2023,0,0
223,109,26,Fall 2023,0,1
223,112,21,Fall 2023,0,0
223,101,55,Fall 2023,0,0
224,109,45,Spring 2023,1,0
224,115,19,Spring 2023,1,0
224,111,89,Fall 2023,0,0
224,103,91,Spring 2023,0,0
224,106,80,Fall 2023,0,0
224,112,6,Spring 2023,0,0
225,111,51,Fall 2023,1,0
225,103,80,Fall 2023,0,0
225,104,14,Spring 2023,0,0
225,108,47,Fall 2023,0,1
226,113,0,Fall 2023,1,0
226,104,0,Fall 2023,0,0
226,111,40,Spring 2023,0,0
226,107,0,Spring 2023,0,0
226,109,15,Spring 2023,0,1
226,115,13,Fall 2023,0,1
227,114,59,Spring 2023,1,0
227,109,59,Fall 2023,0,0
227,101,24,Fall 2023,0,0
227,111,39,Fall 2023,0,0
227,113,0,Spring 2023,0,1
227,105,10,Fall 2023,0,0
228,113,0,Spring 2023,1,0
228,106,54,Fall 2023,1,0
228,104,0,Spring 2023,0,1
228,112,0,Fall 2023,0,0
229,101,33,Spring 2023,1,0
229,110,39,Spring 2023,1,0
229,104,0,Spring 2023,1,0
229,106,26,Fall 2023,0,1
229,107,9,Spring 2023,0,0
229,112,0,Fall 2023,0,0
230,111,41,Spring 2023,1,0
230,112,0,Spring 2023,0,0
230,110,5,Fall 2023,0,0
230,103,53,Spring 2023,0,0
231,106,100,Spring 2023,1,0
231,113,7,Spring 2023,1,0
231,115,50,Fall 2023,0,0
231,112,7,Fall 2023,0,0
231,109,36,Spring 2023,0,0
232,113,9,Fall 2023,1,0
232,106,29,Fall 2023,1,0
232,115,23,Spring 2023,0,0
232,101,25,Spring 2023,0,0
233,105,34,Spring 2023,1,0
233,102,26,Spring 2023,0,0
233,108,48,Spring 2023,0,0
233,110,6,Fall 2023,0,0
233,114,60,Spring 2023,0,0
233,107,21,Fall 2023,0,0
234,115,37,Fall 2023,1,0
234,109,47,Spring 2023,1,0
234,110,27,Spring 2023,0,0
234,111,33,Fall 2023,0,0
234,105,35,Spring 2023,0,1
234,113,1,Fall 2023,0,0
234,106,36,Spring 2023,0,0
234,108,41,Spring 2023,0,0
235,108,82,Spring 2023,1,0
235,102,58,Spring 2023,1,0
235,114,53,Fall 2023,1,0
235,107,6,Fall 2023,1,0
235,105,34,Fall 2023,0,1
235,111,56,Fall 2023,0,0
235,101,96,Spring 2023,0,0
235,112,6,Fall 2023,0,1
236,107,65,Fall 2023,1,0
236,103,73,Spring 2023,0,0
236,109,38,Spring 2023,0,0
236,104,0,Fall 2023,0,0
236,105,8,Fall 2023,0,1
236,113,0,Fall 2023,0,0
237,106,87,Fall 2023,1,0
237,113,18,Fall 2023,1,0
237,112,0,Spring 2023,0,0
237,107,2,Fall 2023,0,1
237,102,0,Spring 2023,0,1
237,101,3,Spring 2023,0,0
237,115,13,Fall 2023,0,0
238,106,61,Fall 2023,1,0
238,113,6,Fall 2023,1,0
238,108,29,Spring 2023,0,0
238,115,31,Fall 2023,0,0
238,114,0,Fall 2023,0,0
238,102,0,Spring 2023,0,0
238,111,48,Fall 2023,0,0
239,109,55,Spring 2023,1,0
239,115,13,Spring 2023,1,0
239,112,39,Fall 2023,0,0
239,104,0,Fall 2023,0,0
240,115,38,Spring 2023,1,0
240,109,75,Spring 2023,1,0
240,105,23,Spring 2023,0,0
240,111,42,Spring 2023,0,0
241,108,74,Spring 2023,1,0
241,113,1,Spring 2023,0,0
241,104,17,Fall 2023,0,1
241,105,0,Fall 2023,0,0
242,109,36,Fall 2023,1,0
242,115,5,Spring 2023,1,0
242,111,31,Fall 2023,0,1
242,107,14,Fall 2023,0,0
242,106,41,Spring 2023,0,0
242,102,17,Fall 2023,0,0
242,104,2,Fall 2023,0,0
242,114,18,Spring 2023,0,0
243,108,51,Spring 2023,1,0
243,114,43,Fall 2023,1,0
243,102,24,Fall 2023,1,0
243,103,24,Spring 2023,0,0
244,103,100,Spring 2023,1,0
244,101,97,Fall 2023,1,0
244,115,0,Fall 2023,0,1
244,112,10,Fall 2023,0,0
244,111,45,Fall 2023,0,0
244,102,13,Spring 2023,0,0
244,106,10,Spring 2023,0,0
244,108,29,Spring 2023,0,0
245,115,69,Spring 2023,1,0
245,109,89,Spring 2023,1,0
245,111,46,Fall 2023,0,1
245,101,51,Spring 2023,0,0
245,106,69,Spring 2023,0,0
246,111,93,Spring 2023,1,0
246,105,49,Spring 2023,0,0
246,112,25,Spring 2023,0,0
246,103,90,Fall 2023,0,0
246,107,21,Fall 2023,0,1
246,102,5,Spring 2023,0,1
246,113,0,Spring 2023,0,0
246,115,34,Spring 2023,0,0
247,109,97,Spring 2023,1,0
247,115,34,Spring 2023,1,0
247,110,18,Fall 2023,0,1
247,107,0,Spring 2023,0,0
247,104,0,Fall 2023,0,1
247,106,46,Fall 2023,0,0
247,108,58,Spring 2023,0,0
247,111,32,Fall 2023,0,0
248,105,0,Fall 2023,1,0
248,112,14,Fall 2023,1,0
248,107,0,Fall 2023,0,1
248,106,51,Fall 2023,0,0
248,102,0,Fall 2023,0,1
249,111,73,Fall 2023,1,0
249,105,47,Fall 2023,0,0
249,106,30,Spring 2023,0,1
249,112,21,Fall 2023,0,0
249,115,68,Fall 2023,0,0
249,101,45,Fall 2023,0,0
249,108,100,Spring 2023,0,0
249,114,36,Fall 2023,0,0
250,114,55,Fall 2023,1,0
250,102,26,Fall 2023,1,0
250,104,77,Spring 2023,0,0
250,111,17,Fall 2023,0,1
250,113,0,Fall 2023,0,0
250,106,80,Spring 2023,0,0
250,109,48,Spring 2023,0,0
250,103,100,Spring 2023,0,0
251,104,0,Fall 2023,1,0
251,111,56,Spring 2023,0,0
251,102,5,Fall 2023,0,0
251,107,0,Spring 2023,0,0
251,113,0,Spring 2023,0,1
251,105,0,Spring 2023,0,0
251,114,22,Fall 2023,0,0
251,109,25,Spring 2023,0,0
252,115,50,Spring 2023,1,0
252,105,20,Spring 2023,0,0
252,112,31,Spring 2023,0,0
252,110,31,Fall 2023,0,0
252,101,91,Fall 2023,0,0
253,115,27,Fall 2023,1,0
253,109,94,Fall 2023,1,0
253,105,1,Spring 2023,0,0
253,101,63,Fall 2023,0,0
253,107,15,Spring 2023,0,0
253,104,0,Spring 2023,0,0
253,111,11,Spring 2023,0,1
253,113,0,Fall 2023,0,0
254,105,30,Fall 2023,1,0
254,109,50,Spring 2023,0,0
254,111,8,Spring 2023,0,1
254,104,0,Spring 2023,0,0
254,102,48,Spring 2023,0,0
254,115,12,Spring 2023,0,0
254,113,3,Spring 2023,0,0
254,106,30,Spring 2023,0,0
255,104,0,Fall 2023,1,0
255,110,72,Spring 2023,1,0
255,101,55,Fall 2023,1,0
255,108,61,Spring 2023,0,0
255,107,17,Spring 2023,0,0
255,112,5,Fall 2023,0,1
255,115,38,Spring 2023,0,0
255,111,46,Fall 2023,0,0
256,109,45,Spring 2023,1,0
256,108,25,Spring 2023,0,1
256,105,18,Fall 2023,0,0
256,103,94,Spring 2023,0,0
256,107,6,Fall 2023,0,1
257,102,40,Fall 2023,1,0
257,108,38,Fall 2023,1,0
257,105,25,Fall 2023,0,0
257,109,28,Fall 2023,0,0
257,112,19,Spring 2023,0,0
257,111,39,Spring 2023,0,1
257,101,13,Spring 2023,0,0
258,108,80,Spring 2023,1,0
258,114,68,Spring 2023,1,0
258,106,56,Fall 2023,0,0
258,115,74,Spring 2023,0,0
258,109,40,Spring 2023,0,0
259,108,43,Spring 2023,1,0
259,102,0,Fall 2023,1,0
259,107,17,Spring 2023,1,0
259,109,14,Spring 2023,0,1
260,105,63,Spring 2023,1,0
260,112,25,Fall 2023,1,0
260,110,53,Fall 2023,0,0
260,103,100,Spring 2023,0,0
260,104,78,Fall 2023,0,0
260,102,0,Spring 2023,0,0
260,109,53,Fall 2023,0,1
260,108,86,Spring 2023,0,0
261,115,66,Spring 2023,1,0
261,109,75,Spring 2023,1,0
261,105,27,Fall 2023,0,0
261,102,0,Spring 2023,0,0
261,101,36,Fall 2023,0,1
262,112,9,Spring 2023,1,0
262,105,37,Spring 2023,1,0
262,109,76,Spring 2023,0,0
262,104,13,Fall 2023,0,1
262,113,14,Fall 2023,0,0
263,115,46,Spring 2023,1,0
263,109,60,Spring 2023,1,0
263,113,0,Spring 2023,0,0
263,114,49,Fall 2023,0,0
263,101,3,Fall 2023,0,1
263,110,0,Fall 2023,0,1
264,112,44,Fall 2023,1,0
264,105,28,Spring 2023,1,0
264,101,36,Spring 2023,0,0
264,110,22,Spring 2023,0,0
264,115,15,Spring 2023,0,0
264,107,23,Fall 2023,0,0
264,113,4,Fall 2023,0,0
264,111,21,Fall 2023,0,1
265,104,11,Fall 2023,1,0
265,110,75,Spring 2023,1,0
265,101,55,Fall 2023,1,0
265,109,57,Spring 2023,0,0
266,112,26,Fall 2023,1,0
266,105,56,Spring 2023,1,0
266,103,100,Fall 2023,0,0
266,110,5,Spring 2023,0,0
266,109,88,Spring 2023,0,1
267,106,45,Spring 2023,1,0
267,113,0,Fall 2023,1,0
267,111,71,Fall 2023,0,0
267,105,38,Spring 2023,0,0
267,109,44,Fall 2023,0,0
267,112,0,Fall 2023,0,0
267,114,81,Fall 2023,0,1
267,104,7,Fall 2023,0,0
268,106,0,Fall 2023,1,0
268,113,0,Spring 2023,1,0
268,101,45,Spring 2023,0,0
268,109,31,Spring 2023,0,1
269,102,20,Spring 2023,1,0
269,107,43,Spring 2023,1,0
269,108,46,Spring 2023,1,0
269,114,7,Fall 2023,1,0
269,105,9,Spring 2023,0,1
269,113,0,Fall 2023,0,0
269,101,55,Fall 2023,0,0
269,111,36,Spring 2023,0,0
270,115,34,Fall 2023,1,0
270,110,21,Fall 2023,0,0
270,113,51,Fall 2023,0,0
270,103,76,Spring 2023,0,0
270,112,8,Fall 2023,0,1
271,104,0,Spring 2023,1,0
271,103,73,Fall 2023,1,0
271,110,0,Spring 2023,1,0
271,102,0,Fall 2023,0,1
271,106,66,Fall 2023,0,0
271,114,4,Fall 2023,0,1
271,115,36,Fall 2023,0,0
272,109,64,Fall 2023,1,0
272,115,36,Fall 2023,1,0
272,101,86,Fall 2023,0,0
272,104,0,Fall 2023,0,0
272,102,8,Spring 2023,0,0
272,103,90,Spring 2023,0,0
272,114,20,Fall 2023,0,0
272,111,51,Fall 2023,0,0
273,107,45,Fall 2023,1,0
273,110,31,Fall 2023,0,0
273,103,67,Fall 2023,0,0
273,112,7,Fall 2023,0,0
273,115,0,Fall 2023,0,0
273,111,37,Spring 2023,0,0
273,101,0,Spring 2023,0,0
274,113,0,Fall 2023,1,0
274,106,54,Spring 2023,1,0
274,103,94,Spring 2023,0,1
274,109,35,Fall 2023,0,0
275,109,45,Fall 2023,1,0
275,115,31,Spring 2023,1,0
275,106,14,Spring 2023,0,0
275,104,0,Fall 2023,0,1
275,107,7,Spring 2023,0,0
